type,from,to,properties_json
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C3,AI590-A3-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C3,AI590-A3-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI590-M3-MLO1,AI590-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI590-M3-MLO2,AI590-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI590-M3-MLO3,AI590-A3,"{""weight"": 0.33}"
HAS_COURSE,MSCAI,AI599,"{""sequence"": 10}"
DEFINES_CLO,AI599,AI599-CLO1,{}
DEVELOPS,AI599-CLO1,SK-AI-SOLUTION-ARCHITECTURE,"{""weight"": 0.33}"
DEVELOPS,AI599-CLO1,SK-RESEARCH-EXECUTION,"{""weight"": 0.33}"
DEVELOPS,AI599-CLO1,SK-TECHNICAL-COMMUNICATION,"{""weight"": 0.33}"
DEFINES_CLO,AI599,AI599-CLO2,{}
DEVELOPS,AI599-CLO2,SK-AI-SOLUTION-ARCHITECTURE,"{""weight"": 0.33}"
DEVELOPS,AI599-CLO2,SK-RESEARCH-EXECUTION,"{""weight"": 0.33}"
DEFINES_CLO,AI599,AI599-CLO3,{}
DEVELOPS,AI599-CLO3,SK-AI-SOLUTION-ARCHITECTURE,"{""weight"": 0.33}"
DEVELOPS,AI599-CLO3,SK-RESEARCH-EXECUTION,"{""weight"": 0.33}"
DEVELOPS,AI599-CLO3,SK-TECHNICAL-COMMUNICATION,"{""weight"": 0.33}"
DEFINES_CLO,AI599,AI599-CLO4,{}
DEVELOPS,AI599-CLO4,SK-AI-SOLUTION-ARCHITECTURE,"{""weight"": 0.33}"
DEVELOPS,AI599-CLO4,SK-RESEARCH-EXECUTION,"{""weight"": 0.33}"
HAS_MODULE,AI599,AI599-M1,"{""sequence"": 1}"
DEFINES_MLO,AI599-M1,AI599-M1-MLO1,{}
CONTRIBUTES_TO,AI599-M1-MLO1,AI599-CLO1,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI599-M1,AI599-M1-MLO2,{}
CONTRIBUTES_TO,AI599-M1-MLO2,AI599-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI599-M1,AI599-M1-MLO3,{}
CONTRIBUTES_TO,AI599-M1-MLO3,AI599-CLO3,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI599-M1,AI599-M1-L1,"{""sequence"": 1}"
ADDRESSES,AI599-M1-L1,AI599-M1-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI599-M1,AI599-M1-L2,"{""sequence"": 2}"
ADDRESSES,AI599-M1-L2,AI599-M1-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI599-A1,AI599-A1-RUBRIC,{}
HAS_CRITERION,AI599-A1-RUBRIC,AI599-A1-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C1,AI599-A1-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C1,AI599-A1-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C1,AI599-A1-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI599-A1-RUBRIC,AI599-A1-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C2,AI599-A1-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C2,AI599-A1-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C2,AI599-A1-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI599-A1-RUBRIC,AI599-A1-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C3,AI599-A1-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C3,AI599-A1-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A1-RUBRIC-C3,AI599-A1-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI599-M1-MLO1,AI599-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI599-M1-MLO2,AI599-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI599-M1-MLO3,AI599-A1,"{""weight"": 0.33}"
HAS_MODULE,AI599,AI599-M2,"{""sequence"": 2}"
DEFINES_MLO,AI599-M2,AI599-M2-MLO1,{}
CONTRIBUTES_TO,AI599-M2-MLO1,AI599-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI599-M2,AI599-M2-MLO2,{}
CONTRIBUTES_TO,AI599-M2-MLO2,AI599-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI599-M2,AI599-M2-MLO3,{}
CONTRIBUTES_TO,AI599-M2-MLO3,AI599-CLO4,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI599-M2,AI599-M2-L1,"{""sequence"": 1}"
ADDRESSES,AI599-M2-L1,AI599-M2-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI599-M2,AI599-M2-L2,"{""sequence"": 2}"
ADDRESSES,AI599-M2-L2,AI599-M2-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI599-A2,AI599-A2-RUBRIC,{}
HAS_CRITERION,AI599-A2-RUBRIC,AI599-A2-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C1,AI599-A2-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C1,AI599-A2-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C1,AI599-A2-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI599-A2-RUBRIC,AI599-A2-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C2,AI599-A2-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C2,AI599-A2-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C2,AI599-A2-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI599-A2-RUBRIC,AI599-A2-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C3,AI599-A2-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C3,AI599-A2-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A2-RUBRIC-C3,AI599-A2-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI599-M2-MLO1,AI599-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI599-M2-MLO2,AI599-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI599-M2-MLO3,AI599-A2,"{""weight"": 0.33}"
HAS_MODULE,AI599,AI599-M3,"{""sequence"": 3}"
DEFINES_MLO,AI599-M3,AI599-M3-MLO1,{}
CONTRIBUTES_TO,AI599-M3-MLO1,AI599-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI599-M3,AI599-M3-MLO2,{}
CONTRIBUTES_TO,AI599-M3-MLO2,AI599-CLO4,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI599-M3,AI599-M3-MLO3,{}
CONTRIBUTES_TO,AI599-M3-MLO3,AI599-CLO1,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI599-M3,AI599-M3-L1,"{""sequence"": 1}"
ADDRESSES,AI599-M3-L1,AI599-M3-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI599-M3,AI599-M3-L2,"{""sequence"": 2}"
ADDRESSES,AI599-M3-L2,AI599-M3-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI599-A3,AI599-A3-RUBRIC,{}
HAS_CRITERION,AI599-A3-RUBRIC,AI599-A3-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C1,AI599-A3-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C1,AI599-A3-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C1,AI599-A3-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI599-A3-RUBRIC,AI599-A3-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C2,AI599-A3-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C2,AI599-A3-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C2,AI599-A3-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI599-A3-RUBRIC,AI599-A3-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C3,AI599-A3-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C3,AI599-A3-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI599-A3-RUBRIC-C3,AI599-A3-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI599-M3-MLO1,AI599-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI599-M3-MLO2,AI599-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI599-M3-MLO3,AI599-A3,"{""weight"": 0.33}"
TEACHES,AI504-M1-L1,CON-TOKENIZATION,"{""coverage"": 0.9}"
TEACHES,AI504-M1-L1,CON-LANGUAGE-MODELING,"{""coverage"": 0.9}"
TEACHES,AI504-M1-L1,CON-TRANSFORMER,"{""coverage"": 0.9}"
TEACHES,AI504-M1-L2,CON-ATTENTION,"{""coverage"": 0.9}"
TEACHES,AI504-M1-L2,CON-POSITIONAL-ENCODING,"{""coverage"": 0.9}"
TEACHES,AI504-M1-L2,CON-PROMPT-ENGINEERING,"{""coverage"": 0.9}"
TEACHES,AI504-M2-L1,CON-EMBEDDING,"{""coverage"": 0.9}"
TEACHES,AI504-M2-L1,CON-COSINE-SIMILARITY,"{""coverage"": 0.9}"
TEACHES,AI504-M2-L1,CON-VECTOR-SEARCH,"{""coverage"": 0.9}"
TEACHES,AI504-M2-L2,CON-CHUNKING,"{""coverage"": 0.9}"
TEACHES,AI504-M2-L2,CON-RETRIEVAL-AUGMENTED-GENERATION,"{""coverage"": 0.9}"
TEACHES,AI504-M3-L1,CON-TOOL-CALLING,"{""coverage"": 0.9}"
TEACHES,AI504-M3-L1,CON-AI-AGENTS,"{""coverage"": 0.9}"
TEACHES,AI504-M3-L2,CON-LLM-EVALUATION,"{""coverage"": 0.9}"
TEACHES,AI504-M3-L2,CON-LLMOPS,"{""coverage"": 0.9}"
REQUIRES_SKILL,JOB-MACHINE-LEARNING-ENGINEER,JOB-MACHINE-LEARNING-ENGINEER-REQ1,{}
REQUIREMENT_FOR,JOB-MACHINE-LEARNING-ENGINEER-REQ1,SK-MACHINE-LEARNING,{}
REQUIRES_SKILL,JOB-MACHINE-LEARNING-ENGINEER,JOB-MACHINE-LEARNING-ENGINEER-REQ2,{}
REQUIREMENT_FOR,JOB-MACHINE-LEARNING-ENGINEER-REQ2,SK-DEEP-LEARNING,{}
REQUIRES_SKILL,JOB-MACHINE-LEARNING-ENGINEER,JOB-MACHINE-LEARNING-ENGINEER-REQ3,{}
REQUIREMENT_FOR,JOB-MACHINE-LEARNING-ENGINEER-REQ3,SK-MLOPS,{}
REQUIRES_SKILL,JOB-MACHINE-LEARNING-ENGINEER,JOB-MACHINE-LEARNING-ENGINEER-REQ4,{}
REQUIREMENT_FOR,JOB-MACHINE-LEARNING-ENGINEER-REQ4,SK-MODEL-DEPLOYMENT,{}
REQUIRES_SKILL,JOB-MACHINE-LEARNING-ENGINEER,JOB-MACHINE-LEARNING-ENGINEER-REQ5,{}
REQUIREMENT_FOR,JOB-MACHINE-LEARNING-ENGINEER-REQ5,SK-MODEL-EVALUATION,{}
REQUIRES_SKILL,JOB-GENERATIVE-AI-ENGINEER,JOB-GENERATIVE-AI-ENGINEER-REQ1,{}
REQUIREMENT_FOR,JOB-GENERATIVE-AI-ENGINEER-REQ1,SK-LLM-ENGINEERING,{}
REQUIRES_SKILL,JOB-GENERATIVE-AI-ENGINEER,JOB-GENERATIVE-AI-ENGINEER-REQ2,{}
REQUIREMENT_FOR,JOB-GENERATIVE-AI-ENGINEER-REQ2,SK-RETRIEVAL-AUGMENTED-GENERATION,{}
REQUIRES_SKILL,JOB-GENERATIVE-AI-ENGINEER,JOB-GENERATIVE-AI-ENGINEER-REQ3,{}
REQUIREMENT_FOR,JOB-GENERATIVE-AI-ENGINEER-REQ3,SK-AGENTIC-AI,{}
REQUIRES_SKILL,JOB-GENERATIVE-AI-ENGINEER,JOB-GENERATIVE-AI-ENGINEER-REQ4,{}
REQUIREMENT_FOR,JOB-GENERATIVE-AI-ENGINEER-REQ4,SK-LLM-EVALUATION,{}
REQUIRES_SKILL,JOB-GENERATIVE-AI-ENGINEER,JOB-GENERATIVE-AI-ENGINEER-REQ5,{}
REQUIREMENT_FOR,JOB-GENERATIVE-AI-ENGINEER-REQ5,SK-LLMOPS,{}
REQUIRES_SKILL,JOB-AI-SOLUTION-ARCHITECT,JOB-AI-SOLUTION-ARCHITECT-REQ1,{}
REQUIREMENT_FOR,JOB-AI-SOLUTION-ARCHITECT-REQ1,SK-AI-SOLUTION-ARCHITECTURE,{}
REQUIRES_SKILL,JOB-AI-SOLUTION-ARCHITECT,JOB-AI-SOLUTION-ARCHITECT-REQ2,{}
REQUIREMENT_FOR,JOB-AI-SOLUTION-ARCHITECT-REQ2,SK-AI-GOVERNANCE,{}
REQUIRES_SKILL,JOB-AI-SOLUTION-ARCHITECT,JOB-AI-SOLUTION-ARCHITECT-REQ3,{}
REQUIREMENT_FOR,JOB-AI-SOLUTION-ARCHITECT-REQ3,SK-MLOPS,{}
REQUIRES_SKILL,JOB-AI-SOLUTION-ARCHITECT,JOB-AI-SOLUTION-ARCHITECT-REQ4,{}
REQUIREMENT_FOR,JOB-AI-SOLUTION-ARCHITECT-REQ4,SK-LLM-ENGINEERING,{}
REQUIRES_SKILL,JOB-AI-SOLUTION-ARCHITECT,JOB-AI-SOLUTION-ARCHITECT-REQ5,{}
REQUIREMENT_FOR,JOB-AI-SOLUTION-ARCHITECT-REQ5,SK-AI-RISK-MANAGEMENT,{}
REQUIRES_SKILL,JOB-COMPUTER-VISION-ENGINEER,JOB-COMPUTER-VISION-ENGINEER-REQ1,{}
REQUIREMENT_FOR,JOB-COMPUTER-VISION-ENGINEER-REQ1,SK-COMPUTER-VISION,{}
REQUIRES_SKILL,JOB-COMPUTER-VISION-ENGINEER,JOB-COMPUTER-VISION-ENGINEER-REQ2,{}
REQUIREMENT_FOR,JOB-COMPUTER-VISION-ENGINEER-REQ2,SK-DEEP-LEARNING,{}
REQUIRES_SKILL,JOB-COMPUTER-VISION-ENGINEER,JOB-COMPUTER-VISION-ENGINEER-REQ3,{}
REQUIREMENT_FOR,JOB-COMPUTER-VISION-ENGINEER-REQ3,SK-MLOPS,{}
REQUIRES_SKILL,JOB-COMPUTER-VISION-ENGINEER,JOB-COMPUTER-VISION-ENGINEER-REQ4,{}
REQUIREMENT_FOR,JOB-COMPUTER-VISION-ENGINEER-REQ4,SK-MODEL-DEPLOYMENT,{}
REQUIRES_SKILL,JOB-RESPONSIBLE-AI-SPECIALIST,JOB-RESPONSIBLE-AI-SPECIALIST-REQ1,{}
REQUIREMENT_FOR,JOB-RESPONSIBLE-AI-SPECIALIST-REQ1,SK-RESPONSIBLE-AI,{}
REQUIRES_SKILL,JOB-RESPONSIBLE-AI-SPECIALIST,JOB-RESPONSIBLE-AI-SPECIALIST-REQ2,{}
REQUIREMENT_FOR,JOB-RESPONSIBLE-AI-SPECIALIST-REQ2,SK-AI-GOVERNANCE,{}
REQUIRES_SKILL,JOB-RESPONSIBLE-AI-SPECIALIST,JOB-RESPONSIBLE-AI-SPECIALIST-REQ3,{}
REQUIREMENT_FOR,JOB-RESPONSIBLE-AI-SPECIALIST-REQ3,SK-AI-RISK-MANAGEMENT,{}
REQUIRES_SKILL,JOB-RESPONSIBLE-AI-SPECIALIST,JOB-RESPONSIBLE-AI-SPECIALIST-REQ4,{}
REQUIREMENT_FOR,JOB-RESPONSIBLE-AI-SPECIALIST-REQ4,SK-AI-SECURITY,{}
REQUIRES_SKILL,JOB-AI-RESEARCH-SCIENTIST,JOB-AI-RESEARCH-SCIENTIST-REQ1,{}
REQUIREMENT_FOR,JOB-AI-RESEARCH-SCIENTIST-REQ1,SK-AI-RESEARCH-METHODS,{}
REQUIRES_SKILL,JOB-AI-RESEARCH-SCIENTIST,JOB-AI-RESEARCH-SCIENTIST-REQ2,{}
REQUIREMENT_FOR,JOB-AI-RESEARCH-SCIENTIST-REQ2,SK-EXPERIMENT-DESIGN,{}
REQUIRES_SKILL,JOB-AI-RESEARCH-SCIENTIST,JOB-AI-RESEARCH-SCIENTIST-REQ3,{}
REQUIREMENT_FOR,JOB-AI-RESEARCH-SCIENTIST-REQ3,SK-DEEP-LEARNING,{}
REQUIRES_SKILL,JOB-AI-RESEARCH-SCIENTIST,JOB-AI-RESEARCH-SCIENTIST-REQ4,{}
REQUIREMENT_FOR,JOB-AI-RESEARCH-SCIENTIST-REQ4,SK-MACHINE-LEARNING,{}
REQUIRES_SKILL,JOB-AI-RESEARCH-SCIENTIST,JOB-AI-RESEARCH-SCIENTIST-REQ5,{}
REQUIREMENT_FOR,JOB-AI-RESEARCH-SCIENTIST-REQ5,SK-SCIENTIFIC-COMMUNICATION,{}
OBSERVES,OBS-MACHINE-LEARNING,LEARNER-DEMO,{}
OF_SKILL,OBS-MACHINE-LEARNING,SK-MACHINE-LEARNING,{}
OBSERVES,OBS-DEEP-LEARNING,LEARNER-DEMO,{}
OF_SKILL,OBS-DEEP-LEARNING,SK-DEEP-LEARNING,{}
OBSERVES,OBS-LLM-ENGINEERING,LEARNER-DEMO,{}
OF_SKILL,OBS-LLM-ENGINEERING,SK-LLM-ENGINEERING,{}
OBSERVES,OBS-RETRIEVAL-AUGMENTED-GENERATION,LEARNER-DEMO,{}
OF_SKILL,OBS-RETRIEVAL-AUGMENTED-GENERATION,SK-RETRIEVAL-AUGMENTED-GENERATION,{}
OBSERVES,OBS-AGENTIC-AI,LEARNER-DEMO,{}
OF_SKILL,OBS-AGENTIC-AI,SK-AGENTIC-AI,{}
OBSERVES,OBS-LLM-EVALUATION,LEARNER-DEMO,{}
OF_SKILL,OBS-LLM-EVALUATION,SK-LLM-EVALUATION,{}
OBSERVES,OBS-MLOPS,LEARNER-DEMO,{}
OF_SKILL,OBS-MLOPS,SK-MLOPS,{}
